"id","학년","이수구분","학수번호_수업번호","교과목명","교강사","학점","시간","강의실","강의평","요일","시작교시","종료교시"
1903,"미정","전공선택","GEN5100-13033-","커리어개발Ⅱ:취.창업진로포트폴리오","이진원",1,"수(17:00-18:00)","","없음","수",9,10
1904,"미정","전공선택","PHY3030-10571-","열및통계물리학2","박문집",3,"수(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1905,"미정","전공선택","PHY4023-10576-","반도체물리학","정문석",3,"화(14:30-16:00),수(10:30-12:00)","","없음","수",2,4
1906,"미정","전공선택","CHM4051-10588-","기기분석실험","윤태현",1,"월(17:00-19:00)","","없음","월",9,10
1907,"미정","전공선택","PBL4014-10610-","생명과학캡스톤PBL(조직간상호작용회로연구)","김도현",3,"화(13:00-15:00),화(15:00-17:00)","","없음","화",7,9
1908,"미정","전공선택","CUL3012-11770-","일반물리학및실험2","윤승언",3,"목(15:00-17:00),월(13:00-15:00)","","없음","월",5,7
1909,"미정","전공선택","CHM1056-11795-","일반화학및실험Ⅱ","노재근",4,"수(16:00-17:30),목(09:00-10:30),화(13:00-15:00)","","없음","화",5,7
1910,"미정","전공선택","CHM4001-11801-","기기분석","정회일",3,"화(10:30-12:00),수(10:30-12:00)","","없음","수",2,4
1911,"미정","전공선택","CUL0203-11804-","AI시대쓰기의힘","최은정",2,"목(11:00-13:00)","","없음","목",3,5
1912,"미정","전공선택","PHE4095-11808-","기초생화학","이준석",2,"화(15:00-17:00)","","없음","화",7,9
1913,"미정","전공선택","CUL0201-11816-","상상과학성찰","정덕환",2,"화(11:00-13:00)","","없음","화",3,5
1914,"미정","전공선택","LIF2028-11826-","미생물학및세포생물학실험","신인철",2,"목(13:00-17:00)","","없음","목",5,9
1915,"미정","전공선택","GEN5100-13026-","커리어개발Ⅱ:취.창업진로포트폴리오","한진욱",1,"월(16:00-17:00)","","없음","월",8,9
1916,"미정","전공선택","GEN0077-13029-","일반생물학실험2","채지형",1,"수(15:00-17:00)","","없음","수",7,9
1917,"미정","전공선택","GEN6032-12355-","전문학술영어","Adam Turner",3,"화(09:00-10:30),금(09:00-10:30)","","없음","금",1,2
1918,"미정","전공선택","GEN6032-12356-","전문학술영어","Douglas N. McIntosh",3,"화(09:00-10:30),금(09:00-10:30)","","없음","금",1,2
1919,"미정","전공선택","GEN6032-12357-","전문학술영어","Kimberley Jean Blount",3,"화(09:00-10:30),금(09:00-10:30)","","없음","금",1,2
1920,"미정","전공선택","GEN6032-12360-","전문학술영어","Shelley L. Collins",3,"월(10:30-12:00),목(09:00-10:30)","","없음","목",1,2
1921,"미정","전공선택","MAT3028-10557-","복소수해석학2","김승혁",3,"화(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1922,"미정","전공선택","PHY4009-10574-","상대성이론","김항배",3,"화(10:30-12:00),목(10:30-12:00)","","없음","목",2,4
1923,"미정","전공선택","CHM3064-10582-","유기합성론","조천규",2,"목(15:00-17:00)","","없음","목",7,9
1924,"미정","전공선택","CHM4020-10585-","유기화학특강","신승훈",2,"화(11:00-13:00)","","없음","화",3,5
1925,"미정","전공선택","CHM4035-10587-","재료화학","윤홍석",3,"월(14:30-16:00),화(10:30-12:00)","","없음","화",2,4
1926,"미정","전공선택","CHM4076-10589-","화학특수연구2","윤소원",1,"목(11:00-12:00)","","없음","목",3,4
1927,"미정","전공선택","CHM5006-10591-","화학과캡스톤디자인2","신승훈",1,"화(15:00-17:00)","","없음","화",7,9
1928,"미정","전공선택","PHY3031-11793-","현대물리학실험","오재혁",2,"월(13:00-17:00)","","없음","월",5,9
1929,"미정","전공선택","CHM2014-11799-","유기화학실험2","이정효",2,"목(17:00-21:00)","","없음","목",9,10
1930,"미정","전공선택","LIF2023-11824-","생태환경과학실험","진언선",2,"월(13:00-17:00)","","없음","월",5,9
1931,"미정","전공선택","LIF3021-10606-","동식물생리학실험","최재훈",2,"화(13:00-17:00)","","없음","화",5,9
1932,"미정","전공선택","LIF4001-10608-","바이오기술","김영필",2,"목(15:00-17:00)","","없음","목",7,9
1933,"미정","전공선택","GEN5100-10552-","커리어개발Ⅱ:취.창업진로포트폴리오","김미란",1,"목(16:00-17:00)","","없음","목",8,9
1934,"미정","전공선택","MAT4031-10562-","편미분방정식과응용","김민현",3,"월(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
1935,"미정","전공선택","TEA3029-10566-","수학논리및논술","김은현",2,"화(15:00-17:00)","","없음","화",7,9
1936,"미정","전공선택","CUL0201-12473-","상상과학성찰","김호연",2,"수(13:00-15:00)","","없음","수",5,7
1937,"미정","전공선택","CUL0204-11784-","통합사고와읽기의기술","김선화",2,"수(15:00-17:00)","","없음","수",7,9
1938,"미정","전공선택","CUL0201-11803-","상상과학성찰","김성희",2,"수(13:00-15:00)","","없음","수",5,7
1939,"미정","전공선택","BIO3023-11813-","유전학2","김헌석",2,"목(11:00-13:00)","","없음","목",3,5
1940,"미정","전공선택","BIO3042-11814-","동물생리학1","최재훈",2,"월(11:00-13:00)","","없음","월",3,5
1941,"미정","전공선택","GEN0077-11821-","일반생물학실험2","채지형",1,"금(13:00-15:00)","","없음","금",5,7
1942,"미정","전공선택","GEN6032-12358-","전문학술영어","Adam Turner",3,"월(10:30-12:00),목(09:00-10:30)","","없음","목",1,2
1943,"미정","전공선택","GEN6032-12359-","전문학술영어","Gary Joseph Turnham",3,"월(10:30-12:00),목(09:00-10:30)","","없음","목",1,2
1944,"미정","전공선택","MAT4004-10561-","위상수학2","허영식",3,"월(16:00-17:30),수(16:00-17:30)","","없음","수",8,9
1945,"미정","전공선택","PHY3024-10570-","응용광학","황민수",3,"화(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1946,"미정","전공선택","PHY3072-10573-","응집물질물리학2","이창민",3,"월(10:30-12:00),화(14:30-16:00)","","없음","화",6,8
1947,"미정","전공선택","GEN5100-10604-","커리어개발Ⅱ:취.창업진로포트폴리오","이경민",1,"수(17:00-18:00)","","없음","수",9,10
1948,"미정","전공선택","CUL0202-11767-","문화기술인간","정덕환",2,"화(13:00-15:00)","","없음","화",5,7
1949,"미정","전공선택","CHM1056-11781-","일반화학및실험Ⅱ","이경림",4,"목(09:00-10:30),금(14:30-16:00),화(15:00-17:00)","","없음","화",7,9
1950,"미정","전공선택","CHM2004-11797-","유기화학2","조천규",3,"월(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1951,"미정","전공선택","CHM2068-11800-","기초화학수학","김형준",3,"수(10:30-12:00),금(10:30-12:00)","","없음","금",2,4
1952,"미정","전공선택","GEN5100-13023-","커리어개발Ⅱ:취.창업진로포트폴리오","이창협",1,"목(17:00-18:00)","","없음","목",9,10
1953,"미정","전공선택","GEN0075-13027-","일반생물학2","채지형",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1954,"미정","전공선택","BUS2003-13076-","마케팅관리","현효원",3,"목(10:30-12:00)","","없음","목",2,4
1955,"미정","전공선택","BUS3009-13079-","국제경영","임형록",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1956,"미정","전공선택","BUS3002-13088-","재무관리","김석환",3,"수(09:00-10:30),수(10:30-12:00)","","없음","수",2,4
1957,"미정","전공선택","BUS3003-13089-","조직행동","이아영",3,"수(16:00-17:30),수(17:30-19:00)","","없음","수",9,10
1958,"미정","전공선택","ACC3003-13094-","관리회계","박지혜",3,"금(16:00-17:30),금(17:30-19:00)","","없음","금",9,10
1959,"미정","전공선택","BUS4017-13098-","서비스운영관리","이창원",3,"월(13:00-14:30),수(13:00-14:30)","","없음","수",5,6
1960,"미정","전공선택","GEN5100-13100-","커리어개발Ⅱ:취.창업진로포트폴리오","김종우",1,"월(13:00-14:00)","","없음","월",5,6
1961,"미정","전공선택","GEN5100-13101-","커리어개발Ⅱ:취.창업진로포트폴리오","나현종",1,"목(11:00-12:00)","","없음","목",3,4
1962,"미정","전공선택","GEN5100-13104-","커리어개발Ⅱ:취.창업진로포트폴리오","백승익",1,"수(13:00-14:00)","","없음","수",5,6
1963,"미정","전공선택","BUS1057-13063-","커리어디자인1","허제인",2,"금(09:00-11:00)","","없음","금",1,3
1964,"미정","전공선택","BUS1061-13066-","회계의이해","나현종",3,"화(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1965,"미정","전공선택","GEN5100-13107-","커리어개발Ⅱ:취.창업진로포트폴리오","이창원",1,"화(16:00-17:00)","","없음","화",8,9
1966,"미정","전공선택","BUS2002-13114-","계량경영","부제만",3,"화(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
1967,"미정","전공선택","BUS3009-13080-","국제경영","안지선",3,"금(10:30-12:00)","","없음","금",2,4
1968,"미정","전공선택","BUS3009-13081-","국제경영","이창현",3,"화(09:00-10:30),화(10:30-12:00)","","없음","화",2,4
1969,"미정","전공선택","BUS3021-13183-","품질경영","한현수",3,"월(16:00-17:30),월(17:30-19:00)","","없음","월",9,10
1970,"미정","전공선택","BUS3002-13083-","재무관리","박동규",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1971,"미정","전공선택","BUS3003-13090-","조직행동","공도훈",3,"목(16:00-17:30),목(17:30-19:00)","","없음","목",9,10
1972,"미정","전공선택","GEN5100-13105-","커리어개발Ⅱ:취.창업진로포트폴리오","송상영",1,"금(14:30-15:30)","","없음","금",6,7
1973,"미정","전공선택","GEN5100-13110-","커리어개발Ⅱ:취.창업진로포트폴리오","정희선",1,"월(13:00-14:00)","","없음","월",5,6
1974,"미정","전공선택","GEN6032-12340-","전문학술영어","Luke Oliver Allum",3,"화(14:30-16:00),금(13:00-14:30)","","없음","금",5,6
1975,"미정","전공선택","BUS1062-13056-","경영통계응용","김상기",3,"목(13:00-15:00),목(15:00-16:00)","","없음","목",7,8
1976,"미정","전공선택","BUS1061-13067-","회계의이해","나현종",3,"화(14:30-16:00),목(14:30-16:00)","","없음","목",6,8
1977,"미정","전공선택","GEN6032-12341-","전문학술영어","Esther du Plessis",3,"화(14:30-16:00),금(13:00-14:30)","","없음","금",5,6
1978,"미정","전공선택","BUS3021-13124-","품질경영","진혜경",3,"월(16:00-17:30),월(17:30-19:00)","","없음","월",9,10
1979,"미정","전공선택","GEN6032-12343-","전문학술영어","Sung Il Park",3,"화(14:30-16:00),금(13:00-14:30)","","없음","금",5,6
1980,"미정","전공선택","BUS2003-13073-","마케팅관리","신현상",3,"금(13:00-14:30),금(14:30-16:00)","","없음","금",6,8
1981,"미정","전공선택","BUS2003-13077-","마케팅관리","송상영",3,"금(13:00-14:30)","","없음","금",5,6
1982,"미정","전공선택","GEN6032-12349-","전문학술영어","Sung Il Park",3,"화(16:00-17:30),금(14:30-16:00)","","없음","금",6,8
1983,"미정","전공선택","BUS4005-13127-","경영정보시스템","이상용",3,"화(10:30-12:00),목(10:30-12:00)","","없음","목",2,4
1984,"미정","전공선택","BUS3002-13084-","재무관리","김은지",3,"월(16:00-17:30),월(17:30-19:00)","","없음","월",9,10
1985,"미정","전공선택","BUS3003-13093-","조직행동","조현민",3,"수(09:00-10:30),수(10:30-12:00)","","없음","수",2,4
1986,"미정","전공선택","GEN5100-13099-","커리어개발Ⅱ:취.창업진로포트폴리오","김보영",1,"금(09:00-10:00)","","없음","금",1,2
1987,"미정","전공선택","BUS3068-10478-","혁신전략론","이웅희",3,"화(14:30-16:00),목(14:30-16:00)","","없음","목",6,8
1988,"미정","전공선택","BUS3049-13111-","전략적마케팅커뮤니케이션","현효원",3,"화(16:00-17:30),목(16:00-17:30)","","없음","목",8,9
1989,"미정","전공선택","BUS4083-10485-","정보기술과데이터전략","김동연",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
1990,"미정","전공선택","CUL0202-12455-","문화기술인간","이영민",2,"월(09:00-11:00)","","없음","월",1,3
1991,"미정","전공선택","BUS3068-13120-","혁신전략론","박지훈",3,"월(10:30-12:00),화(10:30-12:00)","","없음","화",2,4
1992,"미정","전공선택","BUS2062-13122-","인적자원및조직개발론","이상석",3,"목(16:00-18:00),목(18:00-19:00)","","없음","목",10,10
1993,"미정","전공선택","BUS1062-13054-","경영통계응용","엄요한",3,"수(16:00-18:00),수(18:00-19:00)","","없음","수",10,10
1994,"미정","전공선택","BUS1062-13055-","경영통계응용","엄요한",3,"수(13:00-15:00),수(15:00-16:00)","","없음","수",7,8
1995,"미정","전공선택","BUS1062-13058-","경영통계응용","신규일",3,"수(13:00-15:00),수(15:00-16:00)","","없음","수",7,8
1996,"미정","전공선택","BUS4085-10487-","경쟁전략론","권수라",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
1997,"미정","전공선택","GEN5100-10492-","커리어개발Ⅱ:취.창업진로포트폴리오","고태호",1,"목(16:00-17:00)","","없음","목",8,9
1998,"미정","전공선택","CUL0202-12460-","문화기술인간","최은호",2,"수(09:00-11:00)","","없음","수",1,3
1999,"미정","전공선택","BUS2003-11705-","마케팅관리","안희경",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
2000,"미정","전공선택","GEN5100-13126-","커리어개발Ⅱ:취.창업진로포트폴리오","장인기",1,"화(09:00-10:00)","","없음","화",1,2
2001,"미정","전공선택","BUS4019-13128-","전략경영론","박지훈",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
2002,"미정","전공선택","BUS1057-13062-","커리어디자인1","김창",2,"월(16:00-18:00)","","없음","월",8,10
2003,"미정","전공선택","BUS3023-10499-","파생증권론","장인기",3,"화(16:00-17:30),시간미지정강좌","","없음",,,
2004,"미정","전공선택","BUS4019-10507-","전략경영론","이상명",3,"화(09:00-10:30),목(09:00-10:30)","","없음","목",1,2
2005,"미정","전공선택","CUL0202-11712-","문화기술인간","천미림",2,"월(09:00-11:00)","","없음","월",1,3
2006,"미정","전공선택","BUS2073-11722-","거시경제이론","나수미",3,"목(16:00-17:30),목(17:30-19:00)","","없음","목",9,10
2007,"미정","전공선택","BUS1061-13068-","회계의이해","정태진",3,"화(09:00-10:30),목(09:00-10:30)","","없음","목",1,2
2008,"미정","전공선택","BUS1013-11718-","금융시장의이해","최광열",3,"월(09:00-10:30),월(10:30-12:00)","","없음","월",2,4
2009,"미정","전공선택","BUS1057-11719-","커리어디자인1","허제인",2,"금(15:00-17:00)","","없음","금",7,9
2010,"미정","전공선택","BUS1062-13059-","경영통계응용","신규일",3,"수(16:00-18:00),수(18:00-19:00)","","없음","수",10,10
2011,"미정","전공선택","BUS1061-13069-","회계의이해","정태진",3,"화(10:30-12:00),목(10:30-12:00)","","없음","목",2,4
2012,"미정","전공선택","BUS3002-13086-","재무관리","박호영",3,"수(16:00-17:30),수(17:30-19:00)","","없음","수",9,10
2013,"미정","전공선택","BUS3068-13118-","혁신전략론","박병진",3,"월(14:30-16:00),수(14:30-16:00)","","없음","수",6,8
2014,"미정","전공선택","BUS4007-10484-","경영학특강","장용성",3,"목(16:00-17:30),목(17:30-19:00)","","없음","목",9,10
2015,"미정","전공선택","BUS5005-10510-","행동재무론","최승호",3,"금(13:00-14:30)","","없음","금",5,6
2016,"미정","전공선택","GEN6032-12339-","전문학술영어","Mark A. Rublik",3,"화(14:30-16:00),금(13:00-14:30)","","없음","금",5,6
2017,"미정","전공선택","BUS1061-13064-","회계의이해","조중석",3,"화(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
