course_code,course_name,course_name_eng,professor_name,major_division,classification,grade,major_level,major_department,offering_department,day,start_time,end_time,location,credit,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,9:00:00,10:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,9:00:00,10:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,9:00:00,10:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,9:00:00,10:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,9:00:00,10:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,9:00:00,10:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,9:00:00,10:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,9:00:00,10:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,9:00:00,10:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,9:00:00,10:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,신유형,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 403강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,10:00:00,12:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,10:00:00,12:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,10:00:00,12:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,10:00:00,12:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,조현민,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,10:00:00,12:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,오세형,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,16:00:00,17:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,16:00:00,17:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,16:00:00,17:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,16:00:00,17:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,16:00:00,17:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,17:00:00,19:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,17:00:00,19:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,17:00:00,19:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,17:00:00,19:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,이아영,전공기초(필수),영역없음,2,200,경영학부,경영학부,수,17:00:00,19:00:00,서울 경영관 203강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,공도훈,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B108강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3003,조직행동,Organizational Behavior,박용철,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,13:00:00,14:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,13:00:00,14:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,13:00:00,14:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,13:00:00,14:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,13:00:00,14:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,14:00:00,16:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,14:00:00,16:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,14:00:00,16:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,14:00:00,16:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,박상희,전공핵심,영역없음,3,300,경영학부,경영학부,금,14:00:00,16:00:00,서울 경영관 403강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,16:00:00,17:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3004,인사관리,Personnel Management,명순영,전공핵심,영역없음,3,300,경영학부,경영학부,월,17:00:00,19:00:00,서울 경영관 B101강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,9:00:00,10:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,9:00:00,10:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,9:00:00,10:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,9:00:00,10:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,9:00:00,10:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,9:00:00,10:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,9:00:00,10:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,9:00:00,10:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,9:00:00,10:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,9:00:00,10:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,이창민,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,10:00:00,12:00:00,서울 경영관 203강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,10:00:00,12:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,10:00:00,12:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,10:00:00,12:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,10:00:00,12:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,언초,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,10:00:00,12:00:00,서울 경영관 B109강의실,3,,
BUS3009,국제경영,International Business,안지선,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 101강의실,3,,
BUS3009,국제경영,International Business,안지선,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 101강의실,3,,
BUS3009,국제경영,International Business,안지선,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 101강의실,3,,
BUS3009,국제경영,International Business,안지선,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 101강의실,3,,
BUS3009,국제경영,International Business,안지선,전공기초(필수),영역없음,2,200,경영학부,경영학부,금,10:00:00,12:00:00,서울 경영관 101강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,이창현,전공기초(필수),영역없음,2,200,경영학부,경영학부,화,10:00:00,12:00:00,서울 경영관 303강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,임형록,전공기초(필수),영역없음,2,200,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 503강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3009,국제경영,International Business,김지수,전공기초(필수),영역없음,2,200,경영학부,경영학부,목,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,13:00:00,14:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,13:00:00,14:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,전준현,전공심화,영역없음,4,400,경영학부,경영학부,수,14:00:00,16:00:00,서울 경영관 B108강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,부제만,전공심화,영역없음,4,400,경영학부,경영학부,월,14:00:00,16:00:00,서울 경영관 101강의실,3,,
BUS3021,품질경영,Quality Management,진혜경,전공심화,영역없음,4,400,경영학부,경영학부,월,16:00:00,17:00:00,서울 경영관 B104강의실,3,,
BUS3021,품질경영,Quality Management,진혜경,전공심화,영역없음,4,400,경영학부,경영학부,월,16:00:00,17:00:00,서울 경영관 B104강의실,3,,
BUS3021,품질경영,Quality Management,진혜경,전공심화,영역없음,4,400,경영학부,경영학부,월,16:00:00,17:00:00,서울 경영관 B104강의실,3,,
